Farm_ID,District,Planting_Date,Days_After_Planting,Growth_Stage,Land_Size_Acres,Seed_Variety,Soil_Type,Soil_pH,Soil_Moisture_pct,Weekly_Rainfall_mm,Avg_Temperature_C,Relative_Humidity_pct,Solar_Radiation_MJ_m2_day,Irrigation_mm_week,Fertilizer_kg_acre,Pest_Severity,Disease_Severity,Plant_Height_cm,Leaf_Greenness_Index,Predicted_Final_Yield_t_ha,Actual_Final_Yield_t_ha,Total_Water_Input_mm,Plant_Height_per_DAP,Canopy_Greenness_Volume,Biotic_Stress_Index,Planting_Month,Growth_Stage_Ordinal,Pest_Severity_Ordinal,Disease_Severity_Ordinal,District_Badulla,District_Galle,District_Kandy,District_Kegalle,District_Kurunegala,District_Matale,District_Matara,District_Monaragala,District_Nuwara Eliya,District_Ratnapura,Seed_Variety_Chinese,Seed_Variety_Local,Seed_Variety_Nadun,Soil_Type_Clay Loam,Soil_Type_Loam,Soil_Type_Sandy Loam
F0031,Matara,2025-11-03,90,Early Vegetative,0.82,Chinese,Sandy Loam,6.1,35.0,72.7,30.6,90.4,12.2,0.1,33.4,High,High,72.0,59.9,9.46,9.03,72.8,0.8,4312.8,4,11,1,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
F0394,Matara,2025-02-10,69,Early Vegetative,0.51,Local,Clay Loam,5.1,22.2,1.8,29.7,56.3,22.4,17.0,37.5,Low,Medium,40.8,55.0,8.84,8.7,18.8,0.5913,2244.0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
F0865,Badulla,2025-06-22,215,Rhizome Development,4.33,Local,Clay Loam,5.9,30.8,26.8,24.9,66.5,14.6,23.2,101.1,High,Medium,134.5,60.3,12.59,12.02,50.0,0.6256,8110.35,3,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
F0020,Badulla,2025-10-07,66,Early Vegetative,0.54,Chinese,Clay Loam,6.1,23.6,4.1,28.2,93.8,16.4,47.4,84.4,Low,Medium,40.6,55.9,9.56,9.34,51.5,0.6152,2269.54,1,10,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
F0665,Matara,2025-01-03,283,Maturity,0.72,Chinese,Loam,5.0,44.9,109.1,22.8,62.4,13.5,49.8,72.2,High,Low,155.4,71.0,17.74,18.05,158.9,0.5491,11033.4,2,1,5,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
F0055,Badulla,2025-08-24,223,Rhizome Development,1.4,Chinese,Loam,5.9,25.5,34.9,27.3,77.7,22.5,31.9,61.4,Low,High,125.5,58.4,15.08,15.54,66.8,0.5628,7329.2,2,8,4,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
F0736,Kandy,2025-02-17,156,Rhizome Initiation,2.39,Nadun,Sandy Loam,5.3,32.1,51.4,20.9,89.5,15.2,30.0,116.3,Low,Low,83.9,61.2,14.78,14.6,81.4,0.5378,5134.68,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
F0052,Matale,2025-06-12,115,Vegetative,1.04,Chinese,Loam,6.2,36.7,69.4,30.8,91.5,12.2,3.4,36.8,Medium,High,86.5,59.2,10.54,10.51,72.8,0.7522,5120.8,3,6,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
F0213,Kegalle,2025-06-02,2,Sprouting,2.44,Local,Sandy Loam,6.1,30.3,21.6,23.8,87.6,15.8,20.1,103.1,Low,Low,6.6,55.7,10.52,9.88,41.7,3.3,367.62,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
F0226,Badulla,2025-06-12,17,Sprouting,4.92,Local,Clay Loam,5.9,36.2,68.5,32.8,83.8,15.1,47.2,105.1,Medium,Low,16.9,66.2,10.74,11.36,115.7,0.9941,1118.78,1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
F0955,Matale,2025-08-25,125,Vegetative,2.52,Local,Loam,5.2,30.5,25.8,30.1,76.7,12.8,8.5,73.7,High,Low,92.5,61.8,10.61,10.74,34.3,0.74,5716.5,2,8,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
F0921,Kurunegala,2025-07-23,182,Rhizome Initiation,2.46,Local,Sandy Loam,6.6,46.1,87.7,32.4,58.9,18.7,37.2,110.5,Low,Low,96.3,66.6,17.39,16.68,124.9,0.5291,6413.58,0,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
F0215,Ratnapura,2025-07-14,270,Maturity,1.47,Chinese,Sandy Loam,5.5,36.8,52.6,22.7,71.1,19.7,29.7,47.9,Medium,Low,161.2,62.0,16.91,16.67,82.3,0.597,9994.4,1,7,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
F0316,Ratnapura,2025-05-27,206,Rhizome Initiation,2.82,Nadun,Loam,6.1,51.6,114.0,22.5,91.6,18.9,39.9,74.3,Low,Low,118.9,72.4,17.2,17.14,153.9,0.5772,8608.36,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
F0781,Kurunegala,2025-08-03,215,Rhizome Development,1.42,Chinese,Clay Loam,5.4,21.3,11.2,22.5,82.8,24.1,8.2,40.5,Medium,High,130.1,57.6,12.97,12.68,19.4,0.6051,7493.76,3,8,4,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
F0075,Badulla,2025-10-04,183,Rhizome Initiation,3.09,Local,Clay Loam,6.5,44.4,89.6,28.6,56.1,22.9,10.0,50.2,Medium,Low,106.2,63.3,15.58,15.81,99.6,0.5803,6722.46,1,10,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
F0802,Matale,2025-01-09,105,Vegetative,2.53,Nadun,Clay Loam,5.6,20.0,11.1,20.4,55.4,12.8,21.5,106.3,Low,Low,72.5,52.5,13.17,12.83,32.6,0.6905,3806.25,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
F0620,Kurunegala,2025-04-19,300,Maturity,4.32,Nadun,Loam,5.2,29.6,31.0,33.4,65.8,21.8,31.2,102.5,Low,Low,167.5,59.2,18.84,18.33,62.2,0.5583,9916.0,0,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
F0683,Matale,2025-02-04,296,Maturity,3.73,Chinese,Clay Loam,5.7,18.1,4.2,24.5,70.7,14.1,34.4,66.6,High,Medium,158.5,52.6,14.98,15.46,38.6,0.5355,8337.1,3,2,5,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
F0315,Kurunegala,2025-01-11,69,Early Vegetative,4.29,Local,Loam,6.5,36.0,47.5,20.5,74.1,12.5,41.8,63.9,Low,High,40.7,63.8,9.74,10.17,89.3,0.5899,2596.66,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
F0627,Ratnapura,2025-05-01,176,Rhizome Initiation,1.52,Local,Loam,5.7,26.1,20.9,30.2,64.3,19.4,7.2,62.8,Low,Low,110.8,50.7,14.45,14.21,28.1,0.6295,5617.56,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
F0412,Kegalle,2025-05-04,241,Rhizome Development,2.23,Chinese,Sandy Loam,6.6,25.2,12.9,28.3,90.7,18.2,39.4,58.5,High,Low,135.8,51.0,13.69,13.48,52.3,0.5635,6925.8,2,5,4,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
F0182,Matale,2025-03-10,203,Rhizome Initiation,3.7,Chinese,Clay Loam,6.0,29.1,26.8,29.8,57.4,23.0,18.6,21.9,Low,Low,126.1,58.5,14.53,13.88,45.4,0.6212,7376.85,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
F0617,Ratnapura,2025-03-08,113,Vegetative,4.1,Local,Sandy Loam,6.7,31.0,42.5,32.9,66.8,19.6,36.8,22.3,Medium,Low,78.2,57.4,10.42,10.34,79.3,0.692,4488.68,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
F0120,Kandy,2025-05-02,238,Rhizome Development,2.69,Nadun,Sandy Loam,6.6,43.3,85.6,30.0,93.8,12.8,35.4,48.0,Low,Low,145.0,68.0,17.1,17.54,121.0,0.6092,9860.0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
F0509,Nuwara Eliya,2025-01-12,64,Early Vegetative,1.99,Chinese,Clay Loam,5.2,43.3,108.8,22.9,76.8,21.5,48.7,96.3,Low,Low,59.1,63.5,12.12,11.36,157.5,0.9234,3752.85,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
F0246,Galle,2025-07-16,240,Rhizome Development,3.3,Local,Loam,6.0,41.7,77.4,33.0,83.5,22.6,14.6,108.4,Low,Medium,149.1,67.8,18.04,17.84,92.0,0.6212,10108.98,1,7,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
F0028,Monaragala,2025-02-05,57,Early Vegetative,3.25,Local,Sandy Loam,6.0,30.6,56.0,21.2,76.6,15.7,5.3,85.2,High,Medium,36.8,58.0,10.08,10.44,61.3,0.6456,2134.4,3,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
F0751,Kandy,2025-08-14,113,Vegetative,3.27,Chinese,Loam,5.5,33.4,52.4,24.8,60.6,19.9,37.1,71.2,High,Medium,62.6,61.7,11.46,11.06,89.5,0.554,3862.42,3,8,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
F0085,Ratnapura,2025-11-24,276,Maturity,3.02,Chinese,Sandy Loam,5.7,38.3,89.1,29.4,73.4,23.3,12.0,76.5,Low,Low,148.9,65.6,19.52,19.37,101.1,0.5395,9767.84,0,11,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
F0681,Kegalle,2025-08-03,101,Vegetative,1.9,Nadun,Clay Loam,5.5,25.1,1.1,27.3,81.7,21.8,36.9,32.9,Low,Low,75.4,55.3,12.31,12.01,38.0,0.7465,4169.62,0,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
F0561,Nuwara Eliya,2025-03-08,23,Sprouting,1.17,Local,Loam,5.9,42.8,109.3,25.4,89.5,14.2,12.1,44.6,Medium,Low,36.5,65.8,10.2,10.28,121.4,1.587,2401.7,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
F0906,Kurunegala,2025-01-01,276,Maturity,2.84,Chinese,Clay Loam,5.5,37.8,83.2,26.0,71.1,18.1,11.4,25.8,Medium,High,160.0,66.4,14.96,15.36,94.6,0.5797,10624.0,3,1,5,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
F0356,Matale,2025-12-22,26,Sprouting,2.73,Chinese,Sandy Loam,6.3,43.5,90.0,29.6,57.5,23.1,29.6,31.7,Low,Low,29.5,62.2,11.78,11.01,119.6,1.1346,1834.9,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
F0335,Nuwara Eliya,2025-06-27,231,Rhizome Development,1.06,Nadun,Sandy Loam,6.3,30.4,53.4,24.8,70.7,13.9,35.7,87.8,Low,Medium,125.2,58.3,16.04,16.76,89.1,0.542,7299.16,1,6,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
F0598,Matale,2025-10-14,106,Vegetative,1.01,Local,Sandy Loam,5.1,30.8,30.5,20.6,56.7,18.1,8.1,29.4,Medium,Low,59.2,62.8,10.6,11.37,38.6,0.5585,3717.76,1,10,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
F0862,Badulla,2025-01-01,93,Vegetative,4.97,Nadun,Sandy Loam,6.2,41.0,74.6,26.0,94.9,24.7,27.1,24.6,Medium,Medium,55.5,67.9,10.11,9.32,101.7,0.5968,3768.45,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
F0020,Galle,2025-04-21,73,Early Vegetative,1.85,Local,Clay Loam,5.0,46.6,118.0,20.2,56.8,24.0,39.8,25.6,Medium,Low,54.6,70.3,11.04,10.4,157.8,0.7479,3838.38,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
F0977,Matara,2025-06-15,9,Sprouting,2.91,Local,Loam,5.0,24.5,0.7,31.7,90.4,24.7,45.4,112.0,High,Low,17.4,54.8,8.06,7.59,46.1,1.9333,953.52,2,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
F0127,Matale,2025-07-05,283,Maturity,1.06,Nadun,Clay Loam,6.6,34.8,44.0,21.8,69.2,17.5,7.6,84.1,Low,Low,162.3,57.5,18.13,17.76,51.6,0.5735,9332.25,0,7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
F0148,Ratnapura,2025-01-14,208,Rhizome Initiation,1.54,Chinese,Clay Loam,6.3,34.5,43.0,23.0,65.8,15.4,28.7,47.3,Low,Low,126.8,56.0,15.91,16.56,71.7,0.6096,7100.8,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
F0799,Nuwara Eliya,2025-01-31,85,Early Vegetative,4.81,Nadun,Sandy Loam,6.1,45.2,93.6,29.3,92.5,18.7,8.0,94.6,Low,Low,52.6,68.0,14.13,14.34,101.6,0.6188,3576.8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
F0708,Nuwara Eliya,2025-10-12,196,Rhizome Initiation,4.57,Chinese,Loam,5.5,38.0,58.9,29.2,84.6,12.4,6.7,61.6,Low,Low,117.3,59.6,16.14,16.04,65.6,0.5985,6991.08,0,10,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
F0819,Kandy,2025-02-22,252,Rhizome Development,4.98,Local,Sandy Loam,6.7,37.5,88.9,29.9,67.7,15.3,30.9,41.2,High,Medium,145.4,58.5,14.3,13.87,119.8,0.577,8505.9,3,2,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
F0204,Badulla,2025-10-27,165,Rhizome Initiation,2.34,Nadun,Clay Loam,6.2,42.1,101.8,24.3,58.4,23.0,45.0,84.2,Medium,Low,91.1,62.0,15.77,16.12,146.8,0.5521,5648.2,1,10,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F0882,Galle,2025-12-10,42,Early Vegetative,2.38,Chinese,Sandy Loam,5.7,31.3,60.6,25.2,88.5,22.4,37.6,111.0,Low,Low,28.5,60.4,12.34,11.74,98.2,0.6786,1721.4,0,12,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
F0995,Matara,2025-08-20,60,Early Vegetative,2.3,Nadun,Sandy Loam,6.8,25.8,36.9,23.1,59.0,17.1,2.1,44.8,High,Low,59.6,58.7,8.57,8.24,39.0,0.9933,3498.52,2,8,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
F0498,Monaragala,2025-05-02,66,Early Vegetative,4.75,Nadun,Sandy Loam,6.3,40.8,94.6,32.5,65.6,22.8,39.2,84.6,Medium,Low,57.7,65.4,11.78,12.08,133.8,0.8742,3773.58,1,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
F0175,Kegalle,2025-02-19,293,Maturity,1.97,Nadun,Clay Loam,5.0,27.1,22.3,28.0,55.9,21.1,49.8,40.9,High,Low,166.2,59.2,14.38,15.04,72.1,0.5672,9839.04,2,2,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
F0418,Matara,2025-07-06,41,Early Vegetative,1.39,Local,Loam,6.2,46.1,117.5,22.6,88.5,12.8,36.8,42.4,Low,Medium,48.8,64.7,10.26,11.0,154.3,1.1902,3157.36,1,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
F0585,Nuwara Eliya,2025-09-09,86,Early Vegetative,4.12,Local,Clay Loam,6.2,52.4,111.0,30.0,82.0,22.4,18.2,105.9,High,Low,60.4,68.8,13.35,13.89,129.2,0.7023,4155.52,2,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
F0129,Kandy,2025-09-26,265,Maturity,4.85,Chinese,Loam,5.8,35.8,72.4,29.5,68.9,22.7,45.2,74.0,Low,Low,153.2,62.7,18.72,18.87,117.6,0.5781,9605.64,0,9,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
F0083,Ratnapura,2025-10-05,133,Vegetative,1.97,Nadun,Sandy Loam,6.1,26.5,27.2,20.6,94.2,16.2,2.1,40.8,Low,Low,84.4,56.3,12.16,12.02,29.3,0.6346,4751.72,0,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
F0402,Nuwara Eliya,2025-04-10,129,Vegetative,1.99,Chinese,Clay Loam,6.6,48.8,104.5,26.4,81.3,16.0,10.7,34.0,Low,Medium,78.0,71.9,13.21,12.92,115.2,0.6047,5608.2,1,4,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
F0191,Kurunegala,2025-10-30,285,Maturity,1.62,Chinese,Loam,5.2,32.2,41.5,31.9,90.2,14.7,31.8,38.8,Low,Medium,165.5,62.3,16.08,16.61,73.3,0.5807,10310.65,1,10,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
F0627,Badulla,2025-06-30,94,Vegetative,3.0,Local,Clay Loam,6.6,24.4,32.7,20.2,62.3,21.6,7.0,115.4,Low,Low,76.1,57.1,13.9,13.45,39.7,0.8096,4345.31,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
F0117,Kegalle,2025-10-13,195,Rhizome Initiation,1.35,Local,Clay Loam,6.1,52.5,112.6,33.9,74.8,17.1,1.7,74.1,Low,Medium,110.4,69.1,15.87,16.17,114.3,0.5662,7628.64,1,10,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
F0576,Ratnapura,2025-06-23,190,Rhizome Initiation,4.2,Local,Sandy Loam,5.7,19.0,1.6,30.6,72.6,23.4,9.6,76.6,Medium,Medium,105.2,54.0,13.43,12.64,11.2,0.5537,5680.8,2,6,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
F0465,Kandy,2025-07-09,224,Rhizome Development,1.68,Chinese,Clay Loam,6.4,41.5,104.1,21.1,67.0,16.1,30.4,103.5,Low,Low,140.1,66.1,17.52,16.74,134.5,0.6254,9260.61,0,7,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
F0105,Kandy,2025-10-30,46,Early Vegetative,3.91,Nadun,Sandy Loam,5.9,25.9,24.6,22.0,73.8,24.3,29.4,100.7,High,Low,38.2,51.5,9.91,10.6,54.0,0.8304,1967.3,2,10,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
F0399,Kandy,2025-02-09,268,Maturity,1.7,Local,Clay Loam,5.3,21.5,24.4,21.9,58.7,18.9,39.2,77.3,Medium,Low,146.1,51.6,17.15,17.18,63.6,0.5451,7538.76,1,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
F0678,Kegalle,2025-07-26,283,Maturity,3.51,Nadun,Clay Loam,5.0,47.4,114.9,23.6,71.4,22.3,0.6,54.9,Low,Medium,153.2,71.5,16.82,17.17,115.5,0.5413,10953.8,1,7,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
F0607,Matara,2025-07-06,135,Vegetative,3.67,Local,Loam,6.7,46.5,95.9,23.6,57.4,21.6,11.6,61.5,Low,Medium,92.9,63.7,13.14,13.77,107.5,0.6881,5917.73,1,7,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
F0500,Monaragala,2025-10-23,183,Rhizome Initiation,3.08,Local,Clay Loam,6.0,38.8,59.4,22.4,67.1,21.7,33.1,99.3,Medium,Low,109.9,63.7,15.55,15.73,92.5,0.6005,7000.63,1,10,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
F0640,Kurunegala,2025-05-26,68,Early Vegetative,1.9,Local,Loam,5.8,22.6,24.0,25.9,56.7,18.1,18.8,48.2,Medium,High,40.7,56.2,9.06,8.36,42.8,0.5985,2287.34,3,5,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
F0021,Nuwara Eliya,2025-07-13,161,Rhizome Initiation,3.24,Chinese,Sandy Loam,6.5,39.5,62.0,21.7,86.2,24.4,15.6,32.7,Low,Low,86.1,64.1,15.44,16.11,77.6,0.5348,5519.01,0,7,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
F0427,Badulla,2025-10-24,157,Rhizome Initiation,4.83,Chinese,Sandy Loam,6.5,17.2,0.4,29.3,91.6,12.1,45.9,24.9,Medium,Low,107.6,46.0,12.44,11.93,46.3,0.6854,4949.6,1,10,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
F0539,Galle,2025-08-29,110,Vegetative,3.28,Chinese,Clay Loam,5.4,28.9,19.6,24.6,85.3,20.8,33.1,32.7,High,Low,64.4,56.6,11.05,10.7,52.7,0.5855,3645.04,2,8,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
F0610,Badulla,2025-04-15,96,Vegetative,2.12,Nadun,Loam,5.2,25.7,42.6,30.4,79.1,18.9,35.2,78.3,High,Low,76.4,59.5,10.73,10.33,77.8,0.7958,4545.8,2,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
F0809,Badulla,2025-07-24,78,Early Vegetative,1.37,Local,Loam,5.1,21.8,22.3,34.0,77.1,23.5,28.3,103.6,High,Low,54.5,52.0,9.52,10.32,50.6,0.6987,2834.0,2,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
F0139,Nuwara Eliya,2025-11-10,218,Rhizome Development,1.53,Local,Clay Loam,6.7,26.9,20.6,26.5,82.3,18.9,27.3,28.8,Medium,Low,115.6,55.7,14.55,14.77,47.9,0.5303,6438.92,1,11,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
F0036,Monaragala,2025-08-31,242,Rhizome Development,3.36,Local,Clay Loam,6.3,44.3,110.2,29.6,61.4,21.1,28.7,117.7,Medium,Low,143.5,68.5,17.52,17.19,138.9,0.593,9829.75,1,8,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
F0058,Monaragala,2025-08-19,243,Rhizome Development,3.91,Local,Loam,6.1,21.0,14.3,25.8,75.8,17.2,41.9,63.8,Low,High,127.5,49.1,14.35,14.43,56.2,0.5247,6260.25,2,8,4,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
F0002,Badulla,2025-12-26,89,Early Vegetative,3.45,Chinese,Clay Loam,6.5,22.8,15.5,27.4,61.2,19.3,26.4,113.9,Low,Low,73.2,55.5,11.82,12.6,41.9,0.8225,4062.6,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
F0927,Matara,2025-02-17,260,Rhizome Development,0.9,Chinese,Sandy Loam,6.2,33.0,67.3,26.0,75.2,13.9,28.9,27.9,Low,High,149.0,60.1,15.52,14.83,96.2,0.5731,8954.9,2,2,4,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
F0034,Kegalle,2025-12-24,255,Rhizome Development,0.56,Nadun,Sandy Loam,5.7,43.9,103.2,29.1,90.9,24.3,23.6,89.3,Low,Low,133.6,62.7,18.19,18.58,126.8,0.5239,8376.72,0,12,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
F0235,Badulla,2025-05-16,58,Early Vegetative,2.56,Local,Clay Loam,6.1,50.2,106.4,32.2,57.8,16.0,31.6,80.9,Low,Low,45.5,69.7,13.01,13.36,138.0,0.7845,3171.35,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
F0745,Kurunegala,2025-07-29,291,Maturity,1.84,Chinese,Clay Loam,6.1,42.0,86.3,29.8,75.3,22.9,49.9,44.1,Low,Medium,169.9,63.6,18.45,19.19,136.2,0.5838,10805.64,1,7,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
F0664,Nuwara Eliya,2025-05-04,35,Early Vegetative,1.82,Nadun,Sandy Loam,6.2,32.2,55.5,33.0,89.5,13.8,2.6,68.4,Medium,Medium,45.4,62.2,9.73,10.28,58.1,1.2971,2823.88,2,5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
F0377,Matara,2025-03-01,157,Rhizome Initiation,0.99,Local,Loam,5.7,22.4,6.4,25.6,81.2,20.1,48.7,87.2,Low,Medium,102.1,56.2,13.97,13.78,55.1,0.6503,5738.02,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
F0549,Matale,2025-05-15,277,Maturity,4.38,Local,Clay Loam,6.1,38.0,78.0,32.8,89.5,22.1,43.1,84.4,Medium,Medium,155.1,59.3,16.66,16.62,121.1,0.5599,9197.43,2,5,5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
F0127,Matara,2025-08-08,28,Sprouting,2.32,Chinese,Loam,6.5,48.8,109.0,27.7,74.6,20.3,43.4,103.5,Low,Medium,40.3,70.7,11.45,11.53,152.4,1.4393,2849.21,1,8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
F0784,Monaragala,2025-08-11,154,Rhizome Initiation,0.62,Chinese,Clay Loam,5.4,39.7,59.3,26.8,86.0,12.1,19.8,73.1,Medium,Low,91.0,65.1,13.07,13.82,79.1,0.5909,5924.1,1,8,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
F0103,Matara,2025-10-07,174,Rhizome Initiation,1.59,Local,Sandy Loam,6.3,27.2,42.0,21.5,77.9,19.1,39.8,82.1,Medium,Low,115.4,51.6,15.0,14.34,81.8,0.6632,5954.64,1,10,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
F0860,Kegalle,2025-09-05,62,Early Vegetative,1.75,Local,Loam,5.2,30.5,27.2,23.5,61.3,21.8,5.4,51.1,Medium,Low,38.6,62.9,10.02,9.39,32.6,0.6226,2427.94,1,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
F0712,Monaragala,2025-02-24,266,Maturity,3.84,Nadun,Clay Loam,5.9,31.2,55.2,27.3,94.0,20.6,34.1,98.1,Medium,Low,159.6,59.0,17.29,16.58,89.3,0.6,9416.4,1,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
F0991,Ratnapura,2025-02-25,149,Vegetative,1.7,Nadun,Clay Loam,6.2,27.7,23.6,26.8,63.1,17.8,27.6,109.2,Low,Low,87.7,54.0,14.82,15.26,51.2,0.5886,4735.8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
F0154,Matale,2025-12-19,40,Early Vegetative,1.3,Local,Clay Loam,5.2,37.3,88.1,31.6,90.4,21.5,5.4,102.7,Low,Low,42.1,66.4,11.93,12.04,93.5,1.0525,2795.44,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
F0886,Matale,2025-10-17,69,Early Vegetative,2.81,Nadun,Loam,6.2,39.9,64.5,32.1,91.3,15.4,49.9,108.9,Medium,Medium,40.3,60.5,11.32,12.03,114.4,0.5841,2438.15,2,10,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
