Farm_ID,District,Planting_Date,Days_After_Planting,Growth_Stage,Land_Size_Acres,Seed_Variety,Soil_Type,Soil_pH,Soil_Moisture_pct,Weekly_Rainfall_mm,Avg_Temperature_C,Relative_Humidity_pct,Solar_Radiation_MJ_m2_day,Irrigation_mm_week,Fertilizer_kg_acre,Pest_Severity,Disease_Severity,Plant_Height_cm,Leaf_Greenness_Index,Predicted_Final_Yield_t_ha,Actual_Final_Yield_t_ha
F0347,Nuwara Eliya,2025-12-08,249,Rhizome Development,1.26,Chinese,Clay Loam,6.7,31.9,64.9,23.8,69.4,24.6,0.5,24.0,Low,Low,131.3,64.0,16.85,16.92
F0400,Matale,2025-11-28,45,Early Vegetative,3.96,Local,Clay Loam,5.1,21.9,6.6,27.8,61.1,14.2,3.5,98.5,High,Low,48.5,53.9,8.65,8.3
F0426,Kegalle,2025-09-14,69,Early Vegetative,2.28,Nadun,Clay Loam,6.7,38.8,61.5,27.4,70.6,18.5,16.0,62.5,Low,Low,52.3,58.8,12.31,11.72
F0205,Monaragala,2025-11-02,141,Vegetative,0.65,Local,Clay Loam,6.5,34.7,74.3,24.0,91.7,12.7,3.6,58.9,Low,Low,97.3,65.2,14.32,14.44
F0534,Matara,2025-04-19,78,Early Vegetative,1.15,Chinese,Loam,6.1,38.9,58.4,32.5,69.6,16.5,23.7,82.6,High,Low,46.7,61.1,10.9,10.87
F0661,Monaragala,2025-09-14,76,Early Vegetative,1.59,Nadun,Loam,5.5,33.0,58.8,30.4,65.7,23.8,8.4,91.4,Medium,Low,55.5,63.7,12.52,12.53
F0336,Kandy,2025-04-22,207,Rhizome Initiation,0.65,Chinese,Sandy Loam,5.8,38.6,59.6,20.1,82.5,17.9,43.1,104.3,Low,Low,109.0,64.4,17.08,16.72
F0379,Badulla,2025-04-24,21,Sprouting,3.78,Chinese,Clay Loam,5.1,30.5,24.1,20.3,87.9,12.4,25.3,104.8,Low,Low,32.8,57.3,10.85,10.96
F0113,Ratnapura,2025-01-22,23,Sprouting,1.42,Local,Loam,6.5,50.8,116.5,33.1,67.1,12.1,5.8,102.6,High,Low,28.3,73.0,10.51,11.2
F0823,Monaragala,2025-10-01,225,Rhizome Development,1.12,Local,Sandy Loam,6.5,43.9,110.1,27.1,72.9,22.7,23.4,60.4,Medium,Medium,119.6,64.1,16.03,16.65
F0629,Badulla,2025-04-20,84,Early Vegetative,0.59,Nadun,Sandy Loam,5.8,30.2,22.8,24.5,56.5,16.6,32.5,85.1,Low,High,71.3,53.7,11.22,10.49
F0891,Kandy,2025-03-21,105,Vegetative,4.93,Chinese,Sandy Loam,5.8,22.7,12.9,33.5,58.4,14.7,14.4,88.3,Medium,Medium,60.6,52.7,11.18,10.84
F0722,Kandy,2025-12-12,182,Rhizome Initiation,0.94,Chinese,Clay Loam,5.2,18.1,8.1,32.4,67.6,12.6,7.8,79.4,Low,Low,116.9,49.4,14.31,14.48
F0814,Kandy,2025-07-10,289,Maturity,3.19,Chinese,Loam,6.6,49.8,108.9,26.4,64.8,15.6,36.6,90.2,Low,Low,164.1,71.4,21.13,21.9
F0428,Kurunegala,2025-03-15,176,Rhizome Initiation,1.34,Nadun,Clay Loam,5.9,16.1,0.1,25.5,87.1,18.1,43.5,49.0,Medium,Medium,93.3,47.6,11.11,10.48
F0051,Ratnapura,2025-01-28,93,Vegetative,4.14,Chinese,Sandy Loam,6.3,17.8,2.0,29.6,82.7,15.2,4.0,53.5,High,Low,65.8,46.0,8.86,8.8
F0581,Matara,2025-02-05,250,Rhizome Development,3.94,Local,Sandy Loam,5.3,44.7,85.6,21.7,57.6,24.6,49.9,98.8,Low,Medium,138.7,69.3,17.04,17.36
F0984,Galle,2025-11-15,294,Maturity,4.13,Local,Sandy Loam,5.4,33.6,46.1,31.7,84.6,21.4,17.1,57.7,Low,Low,152.6,59.4,19.28,19.62
F0435,Badulla,2025-03-29,281,Maturity,2.81,Local,Clay Loam,6.7,33.3,53.9,27.1,92.0,13.1,27.2,98.2,Low,Low,149.6,56.6,18.42,17.88
F0737,Ratnapura,2025-03-23,159,Rhizome Initiation,2.28,Nadun,Clay Loam,6.3,26.8,7.7,31.4,93.1,20.3,12.6,33.4,Low,Low,90.4,54.6,13.43,13.27
F0606,Monaragala,2025-10-23,103,Vegetative,1.79,Chinese,Clay Loam,6.1,37.1,57.4,27.8,84.7,17.4,48.9,66.2,Low,High,77.6,61.8,10.27,10.4
F0615,Kurunegala,2025-10-12,4,Sprouting,2.26,Nadun,Loam,5.7,44.9,89.5,31.8,77.2,20.5,20.3,95.0,Medium,Medium,15.5,66.5,9.98,9.34
F0485,Nuwara Eliya,2025-04-24,69,Early Vegetative,2.36,Chinese,Sandy Loam,6.1,41.8,84.8,21.3,94.3,21.3,38.3,91.8,Medium,Low,51.8,64.0,11.15,10.74
F0453,Galle,2025-09-27,267,Maturity,1.07,Chinese,Loam,5.8,32.8,35.8,32.5,76.3,19.5,8.6,119.2,Low,Medium,157.1,64.6,17.34,16.93
F0199,Matale,2025-11-02,52,Early Vegetative,2.55,Local,Sandy Loam,5.7,34.2,54.1,27.5,63.0,24.7,27.3,111.8,Medium,Low,54.7,62.9,11.27,11.6
F0518,Matale,2025-05-19,277,Maturity,2.74,Chinese,Sandy Loam,6.1,32.0,44.0,27.3,61.6,21.3,19.0,24.2,Medium,Medium,167.4,57.7,15.05,15.78
F0063,Nuwara Eliya,2025-11-05,150,Vegetative,3.92,Nadun,Sandy Loam,5.9,34.6,71.0,30.3,89.9,13.6,5.5,109.2,Low,Medium,97.3,64.7,13.59,13.0
F0009,Kurunegala,2025-03-10,213,Rhizome Development,2.08,Local,Clay Loam,5.0,17.7,10.7,29.4,72.1,14.8,48.7,42.4,Low,Low,136.4,47.3,14.93,15.65
F0799,Kegalle,2025-08-19,137,Vegetative,1.37,Local,Clay Loam,5.4,26.9,16.2,21.8,64.4,16.9,8.7,118.0,Low,Low,75.0,59.4,15.01,15.43
F0472,Ratnapura,2025-02-05,14,Sprouting,3.2,Local,Clay Loam,5.3,30.6,52.5,26.2,78.0,19.5,8.1,95.1,Medium,Low,16.6,55.0,10.01,9.33
F0766,Badulla,2025-04-20,118,Vegetative,1.37,Local,Clay Loam,6.6,32.7,58.3,25.4,89.6,12.5,8.1,48.4,Low,Medium,75.2,59.3,12.09,12.04
F0302,Galle,2025-01-29,274,Maturity,1.95,Local,Clay Loam,5.2,31.1,50.3,26.1,81.1,12.3,36.5,69.9,Medium,Low,151.7,55.9,15.98,16.04
F0524,Galle,2025-09-20,288,Maturity,4.69,Chinese,Loam,5.8,34.5,64.5,22.7,88.6,16.4,4.1,119.8,Medium,Low,164.3,64.8,19.3,18.76
F0048,Matara,2025-07-22,58,Early Vegetative,0.99,Local,Clay Loam,5.9,45.0,112.7,28.1,86.2,17.5,38.2,40.1,Low,Low,37.8,63.4,11.62,12.2
F0674,Kandy,2025-03-24,92,Vegetative,3.5,Local,Sandy Loam,6.1,25.6,15.7,25.4,82.5,18.6,47.7,87.1,Low,Low,65.3,52.3,11.91,11.54
F0368,Badulla,2025-04-06,71,Early Vegetative,2.21,Nadun,Clay Loam,5.7,46.8,112.0,26.8,70.7,17.1,9.8,92.7,Low,Medium,61.3,72.2,13.29,12.5
F0724,Kurunegala,2025-03-18,95,Vegetative,4.82,Local,Clay Loam,5.1,25.0,21.5,30.3,67.1,21.9,32.0,111.4,Low,Low,55.8,51.2,12.94,13.68
F0014,Kandy,2025-07-23,226,Rhizome Development,1.0,Nadun,Clay Loam,5.8,38.3,91.8,23.1,73.8,25.0,44.3,57.2,Medium,Low,138.7,60.0,16.89,17.06
F0093,Kandy,2025-04-09,270,Maturity,2.32,Chinese,Loam,6.3,37.4,77.9,21.6,69.9,18.9,34.4,24.1,Medium,Medium,152.3,63.9,15.23,15.11
F0086,Matara,2025-07-23,275,Maturity,1.13,Local,Sandy Loam,5.1,43.1,92.6,24.0,59.0,22.4,23.3,90.4,Low,Medium,154.2,65.2,16.81,17.22
F0791,Badulla,2025-05-13,234,Rhizome Development,4.17,Nadun,Sandy Loam,6.0,45.0,107.8,22.3,81.7,18.9,15.9,28.0,Medium,Low,122.7,70.3,17.24,17.17
F0117,Badulla,2025-02-05,18,Sprouting,4.92,Nadun,Sandy Loam,6.1,46.9,94.0,29.7,56.9,19.1,13.3,99.0,Medium,Low,27.1,64.7,11.71,11.2
F0427,Kurunegala,2025-05-17,83,Early Vegetative,1.56,Nadun,Clay Loam,5.9,31.9,36.0,30.8,84.6,20.7,24.4,30.0,Medium,Low,68.2,59.3,11.19,11.97
F0553,Ratnapura,2025-05-28,133,Vegetative,4.51,Chinese,Sandy Loam,6.5,39.8,79.6,31.8,93.5,14.4,34.6,119.4,Low,Low,90.9,60.3,16.36,16.78
F0640,Kurunegala,2025-09-06,287,Maturity,2.87,Nadun,Clay Loam,6.3,28.7,41.0,20.4,69.5,13.3,40.7,65.5,Low,Low,168.2,59.6,17.62,17.91
F0865,Monaragala,2025-06-08,293,Maturity,3.15,Nadun,Sandy Loam,5.6,24.8,21.6,33.2,66.7,24.2,11.5,72.1,Low,Medium,153.8,55.0,16.87,16.38
F0040,Nuwara Eliya,2025-01-16,177,Rhizome Initiation,1.54,Local,Clay Loam,6.0,26.9,44.8,33.9,84.4,21.4,5.3,23.7,Low,Medium,107.4,59.4,14.25,13.66
F0362,Matara,2025-04-05,141,Vegetative,2.55,Nadun,Sandy Loam,5.2,51.2,114.2,27.0,73.3,14.4,25.7,51.0,Low,Low,79.2,73.7,13.5,13.96
F0890,Matale,2025-07-15,199,Rhizome Initiation,0.77,Nadun,Sandy Loam,5.7,29.3,46.9,28.9,72.2,14.7,1.5,89.0,Medium,Low,114.6,57.5,15.87,16.21
F0618,Nuwara Eliya,2025-12-11,18,Sprouting,2.6,Nadun,Sandy Loam,5.5,19.6,5.9,30.0,70.3,16.0,32.3,106.8,Low,Low,31.1,54.5,9.65,9.32
F0367,Kegalle,2025-03-14,10,Sprouting,1.53,Nadun,Loam,6.6,31.2,54.1,30.4,84.4,14.7,42.8,107.2,Medium,Low,21.8,58.2,9.81,10.26
F0839,Monaragala,2025-01-27,209,Rhizome Initiation,1.67,Nadun,Clay Loam,5.6,49.7,116.4,23.8,82.3,18.6,26.2,21.5,Low,Medium,131.9,67.3,16.88,16.16
F0437,Ratnapura,2025-07-16,82,Early Vegetative,4.33,Chinese,Clay Loam,6.6,26.4,43.0,23.4,94.4,15.1,15.7,52.8,Medium,Low,51.1,59.0,10.6,10.32
F0098,Galle,2025-03-10,105,Vegetative,1.77,Nadun,Loam,5.3,34.7,42.0,23.5,88.0,20.4,4.5,91.2,Low,Low,78.9,61.0,14.15,13.86
F0944,Ratnapura,2025-09-10,33,Early Vegetative,2.07,Chinese,Clay Loam,5.1,47.5,102.0,20.4,72.8,20.1,36.6,35.4,Low,Low,28.5,72.7,11.41,11.17
F0102,Matara,2025-12-20,298,Maturity,2.65,Nadun,Loam,5.7,31.1,41.8,25.8,78.9,22.0,5.5,102.7,Medium,Medium,174.1,56.8,17.8,17.77
F0040,Matale,2025-02-18,24,Sprouting,2.66,Nadun,Loam,5.2,29.7,39.3,32.0,80.0,17.4,19.1,44.1,Low,High,36.8,56.0,6.41,5.91
F0351,Badulla,2025-08-28,259,Rhizome Development,3.6,Nadun,Loam,5.3,44.9,117.1,20.8,58.3,13.8,40.0,35.7,Medium,Medium,137.8,68.9,15.88,15.23
F0401,Ratnapura,2025-06-26,158,Rhizome Initiation,1.68,Chinese,Clay Loam,5.3,27.4,26.5,25.9,77.5,13.8,4.6,35.1,Medium,Low,94.3,57.5,11.96,11.33
F0645,Kegalle,2025-09-06,233,Rhizome Development,2.13,Nadun,Clay Loam,5.4,38.2,84.7,31.8,69.4,17.4,38.8,113.4,High,Low,130.0,63.7,17.1,17.0
F0994,Matale,2025-07-05,230,Rhizome Development,2.24,Chinese,Sandy Loam,5.6,45.6,111.1,33.4,67.6,18.3,34.7,44.5,Low,Low,126.8,62.8,18.22,18.11
F0447,Monaragala,2025-02-16,174,Rhizome Initiation,1.51,Nadun,Loam,5.8,51.9,113.1,20.3,60.8,15.2,5.3,99.3,Medium,Low,108.2,69.0,16.11,16.75
F0352,Badulla,2025-02-03,45,Early Vegetative,3.32,Local,Clay Loam,6.1,17.1,7.7,30.0,71.7,12.4,49.4,87.1,High,Low,42.9,47.6,8.71,8.95
F0195,Galle,2025-11-19,277,Maturity,2.87,Nadun,Clay Loam,6.6,28.9,44.7,21.5,73.6,20.6,15.4,81.4,Low,Low,149.3,59.4,18.06,17.35
F0939,Matale,2025-04-04,229,Rhizome Development,1.56,Nadun,Sandy Loam,6.7,30.0,34.7,28.6,59.3,18.3,31.0,61.1,Low,Low,142.8,62.7,15.81,16.02
F0674,Matara,2025-01-01,207,Rhizome Initiation,4.97,Nadun,Clay Loam,5.1,50.8,104.0,28.9,75.9,18.1,5.9,90.4,Medium,Low,112.6,74.5,15.67,15.71
F0929,Matara,2025-08-15,160,Rhizome Initiation,0.73,Chinese,Sandy Loam,5.6,25.8,35.0,25.1,83.1,22.4,29.4,93.8,Medium,Medium,86.9,52.0,13.45,12.99
F0945,Kandy,2025-01-08,49,Early Vegetative,1.01,Chinese,Sandy Loam,6.2,42.7,71.5,27.7,73.1,18.7,8.5,21.8,Low,Low,35.1,61.5,11.56,11.73
F0522,Kandy,2025-03-31,6,Sprouting,4.53,Nadun,Loam,5.9,42.2,101.1,21.2,89.6,18.9,32.6,47.8,Medium,Low,28.1,66.2,10.69,10.14
F0953,Galle,2025-03-20,254,Rhizome Development,3.57,Local,Loam,5.3,35.1,77.9,21.5,62.0,13.4,18.2,115.2,Medium,Low,139.2,56.2,17.91,18.67
F0001,Badulla,2025-05-29,146,Vegetative,2.08,Nadun,Clay Loam,6.2,46.5,102.9,24.7,60.9,18.9,10.4,108.8,Medium,Medium,83.0,71.2,14.54,14.68
F0209,Kegalle,2025-12-19,52,Early Vegetative,1.61,Local,Sandy Loam,5.3,47.1,112.9,26.2,65.6,22.7,6.6,99.6,Low,Low,44.3,69.5,13.71,13.17
F0939,Matara,2025-12-11,226,Rhizome Development,1.74,Nadun,Sandy Loam,5.4,47.0,95.8,24.4,88.0,19.7,7.3,119.3,Medium,Low,136.8,68.3,18.32,17.52
F0761,Kandy,2025-10-15,149,Vegetative,2.48,Chinese,Loam,6.7,43.3,90.4,21.4,76.9,13.2,4.0,91.8,Low,Low,102.9,62.6,14.18,13.48
F0813,Galle,2025-08-07,91,Vegetative,1.09,Chinese,Clay Loam,5.2,29.4,40.6,31.3,91.9,22.4,49.3,58.4,High,High,60.9,57.8,7.6,7.54
F0032,Badulla,2025-05-31,257,Rhizome Development,1.71,Local,Loam,6.0,46.2,111.4,30.4,79.6,23.8,24.0,33.3,Medium,Low,152.6,63.2,18.41,17.72
F0512,Ratnapura,2025-03-30,42,Early Vegetative,0.87,Local,Loam,6.4,27.1,18.7,30.8,80.1,14.9,28.2,98.0,Medium,High,29.0,60.2,7.28,7.05
F0578,Kurunegala,2025-04-09,173,Rhizome Initiation,1.26,Chinese,Clay Loam,6.3,22.3,1.0,27.0,80.9,19.9,37.0,83.3,Low,Low,98.0,52.3,13.55,14.23
F0340,Kurunegala,2025-07-11,83,Early Vegetative,4.0,Chinese,Loam,6.7,38.8,71.2,33.5,64.9,12.6,0.5,37.9,Low,Low,65.9,62.4,11.87,11.09
F0629,Kandy,2025-04-16,32,Early Vegetative,2.94,Nadun,Clay Loam,6.8,44.2,114.7,31.6,83.3,21.3,29.9,33.0,Medium,Low,37.7,63.2,9.65,9.53
F0418,Matara,2025-01-29,137,Vegetative,0.79,Chinese,Loam,6.1,43.9,90.2,25.0,75.9,17.8,33.6,40.3,Low,Low,83.3,67.8,15.42,14.77
F0425,Kurunegala,2025-07-18,273,Maturity,2.31,Chinese,Loam,6.2,25.1,20.7,24.6,94.0,16.0,24.7,36.5,Low,Low,154.7,53.3,17.31,16.85
F0112,Ratnapura,2025-07-08,32,Early Vegetative,1.91,Local,Clay Loam,6.3,19.3,15.0,21.7,88.5,23.3,37.8,62.6,High,High,32.7,50.7,5.56,5.98
F0449,Monaragala,2025-08-24,276,Maturity,4.16,Chinese,Sandy Loam,5.3,41.4,82.7,27.3,82.6,17.8,0.6,100.7,Low,Low,155.2,61.9,19.98,19.23
F0910,Kurunegala,2025-10-01,174,Rhizome Initiation,1.06,Nadun,Clay Loam,6.0,30.7,29.6,26.6,88.1,17.4,3.4,76.8,Low,Medium,94.1,59.2,13.65,13.67
F0423,Badulla,2025-09-21,158,Rhizome Initiation,2.25,Nadun,Sandy Loam,6.6,44.0,79.0,23.6,64.3,20.8,38.8,32.2,Medium,Medium,85.9,69.5,13.17,12.97
F0983,Nuwara Eliya,2025-03-28,142,Vegetative,3.86,Chinese,Loam,5.8,51.0,110.8,33.9,83.0,16.3,7.7,110.2,Low,Low,92.5,68.2,16.59,16.73
F0635,Badulla,2025-03-27,164,Rhizome Initiation,3.35,Nadun,Clay Loam,5.4,25.7,9.4,28.7,81.0,12.5,40.2,52.3,Medium,Low,98.2,53.0,13.5,13.89
F0008,Kegalle,2025-09-28,9,Sprouting,3.31,Chinese,Clay Loam,5.3,28.8,37.0,20.1,61.8,16.5,4.0,31.1,Medium,Low,29.1,59.1,9.34,9.56
F0392,Galle,2025-02-16,287,Maturity,0.7,Nadun,Clay Loam,6.1,22.4,11.0,26.7,72.8,23.9,35.1,78.8,Medium,Low,168.3,49.9,16.02,15.23
F0553,Monaragala,2025-05-17,11,Sprouting,3.43,Chinese,Clay Loam,6.5,39.3,91.1,32.4,68.0,24.2,16.0,42.0,Low,Medium,22.6,64.1,10.69,11.32
F0928,Matara,2025-01-11,46,Early Vegetative,2.06,Local,Clay Loam,5.3,51.3,105.7,32.7,56.9,21.7,29.3,80.2,Medium,Medium,43.1,65.9,9.81,9.18
F0741,Badulla,2025-05-16,8,Sprouting,3.58,Local,Clay Loam,6.5,44.1,79.8,25.3,85.2,16.9,2.6,31.3,Medium,Low,22.0,66.4,8.33,9.0
F0322,Matale,2025-01-04,193,Rhizome Initiation,0.88,Nadun,Clay Loam,6.5,29.9,26.8,22.9,91.5,22.6,10.8,31.1,High,Low,114.2,53.3,13.68,14.24
F0630,Kegalle,2025-12-23,86,Early Vegetative,1.05,Chinese,Sandy Loam,6.4,34.7,71.0,27.8,64.2,16.6,3.0,75.5,Low,Low,60.0,65.1,13.82,13.95
F0803,Kurunegala,2025-03-31,292,Maturity,4.25,Local,Loam,6.0,48.5,109.7,20.9,64.6,15.7,35.0,73.2,Low,Low,159.5,70.8,20.23,20.01
F0696,Kurunegala,2025-01-15,145,Vegetative,4.9,Chinese,Clay Loam,5.3,37.3,53.8,31.7,55.1,18.5,29.0,79.3,Low,Low,78.3,59.5,15.12,14.45
F0388,Monaragala,2025-07-12,264,Maturity,3.08,Nadun,Loam,5.4,43.1,87.0,22.7,79.8,20.0,8.4,85.3,Low,Low,157.5,67.4,18.53,18.25
F0532,Matara,2025-06-02,117,Vegetative,3.58,Nadun,Loam,6.0,33.4,51.3,31.6,75.5,20.2,7.6,98.3,Low,Low,83.7,64.6,14.28,14.24
F0455,Ratnapura,2025-04-24,181,Rhizome Initiation,4.02,Chinese,Clay Loam,5.1,43.9,85.5,28.2,68.7,14.6,47.5,45.7,High,Medium,113.6,71.1,12.88,12.67
F0796,Galle,2025-06-20,284,Maturity,0.8,Chinese,Loam,6.2,27.1,30.1,23.7,80.9,21.6,39.7,80.8,Low,High,150.3,58.5,15.95,16.64
F0399,Kandy,2025-09-26,274,Maturity,0.56,Local,Loam,6.5,41.1,67.0,30.9,63.3,18.8,3.8,55.2,Medium,Low,145.1,64.2,17.51,18.14
F0435,Ratnapura,2025-07-12,120,Vegetative,3.82,Chinese,Clay Loam,5.1,42.3,92.1,22.0,59.0,24.4,20.5,86.2,Low,High,76.5,70.0,12.83,12.41
F0587,Matara,2025-12-08,103,Vegetative,2.11,Chinese,Clay Loam,6.7,21.1,17.9,26.0,55.7,22.6,6.4,66.6,Low,Low,79.9,56.9,10.76,10.77
F0292,Badulla,2025-09-24,274,Maturity,3.93,Local,Loam,6.0,35.4,77.3,21.7,87.7,16.9,21.7,27.4,Low,Low,153.3,60.4,18.73,18.93
F0314,Galle,2025-10-21,264,Maturity,4.59,Chinese,Clay Loam,5.4,47.8,98.9,30.7,59.0,12.4,2.8,82.1,Medium,High,161.1,69.9,15.26,16.0
F0645,Galle,2025-07-16,136,Vegetative,3.73,Local,Sandy Loam,6.2,36.9,49.2,21.5,67.4,22.6,19.3,80.5,Low,Low,89.1,66.5,13.85,13.34
F0170,Kurunegala,2025-08-24,95,Vegetative,3.39,Local,Clay Loam,5.6,35.9,53.9,21.4,80.2,23.0,33.0,61.9,Low,Medium,65.3,60.5,12.68,12.97
F0021,Matale,2025-08-02,270,Maturity,3.3,Nadun,Loam,6.0,38.7,80.2,22.2,64.7,23.1,45.8,54.8,Medium,Low,144.1,66.5,17.3,17.78
F0916,Ratnapura,2025-04-25,259,Rhizome Development,2.52,Chinese,Sandy Loam,6.2,26.1,14.4,28.5,59.0,17.1,43.1,65.3,Medium,Low,138.4,58.4,15.27,15.54
F0145,Monaragala,2025-06-29,150,Vegetative,4.33,Chinese,Clay Loam,6.6,36.8,56.4,28.1,81.2,20.5,42.7,63.3,Low,Low,104.2,61.9,14.86,15.4
F0611,Galle,2025-06-07,176,Rhizome Initiation,3.89,Nadun,Loam,6.3,36.2,55.5,24.6,81.2,23.9,47.6,94.6,Low,Medium,105.9,66.4,14.45,14.39
F0411,Kegalle,2025-01-03,104,Vegetative,1.24,Local,Sandy Loam,6.1,32.7,66.3,32.1,64.9,17.1,32.6,94.4,Medium,Low,79.6,55.3,12.36,12.48
F0765,Ratnapura,2025-07-31,5,Sprouting,4.02,Local,Loam,6.8,33.7,35.2,21.4,61.2,20.4,45.6,116.2,Low,Medium,12.7,62.1,8.81,8.85
F0711,Nuwara Eliya,2025-05-31,121,Vegetative,4.72,Local,Loam,6.7,19.9,16.5,24.1,93.0,22.2,14.2,53.1,High,Medium,80.1,56.5,9.13,9.61
F0958,Matale,2025-12-01,82,Early Vegetative,2.19,Chinese,Loam,6.1,45.0,93.0,33.2,78.4,20.4,19.6,36.0,High,Low,56.4,64.2,10.3,9.61
F0025,Kurunegala,2025-03-11,24,Sprouting,4.18,Chinese,Loam,6.1,38.4,71.2,32.7,62.7,13.2,21.8,84.1,Low,Low,29.2,58.9,12.25,12.7
F0462,Monaragala,2025-06-28,116,Vegetative,3.94,Nadun,Clay Loam,5.1,19.2,1.1,31.0,63.3,12.2,23.4,103.5,Medium,Low,72.1,52.8,10.51,10.07
F0230,Kurunegala,2025-04-10,222,Rhizome Development,1.18,Local,Clay Loam,5.4,34.7,57.6,21.8,89.1,12.9,26.4,45.5,Low,Low,119.0,63.0,16.44,16.14
F0858,Kegalle,2025-02-16,152,Rhizome Initiation,1.49,Chinese,Loam,5.8,53.9,118.3,21.5,87.7,12.5,22.7,73.9,Medium,Medium,87.4,76.0,14.54,14.34
F0430,Badulla,2025-10-20,219,Rhizome Development,2.05,Nadun,Clay Loam,6.7,34.8,50.2,21.7,77.9,19.3,33.9,82.2,Low,High,135.7,61.2,13.21,12.59
F0850,Kegalle,2025-02-11,28,Sprouting,1.37,Local,Sandy Loam,6.6,46.2,89.0,24.4,55.2,21.0,7.1,29.7,Low,Low,22.9,72.1,11.49,11.11
F0759,Matara,2025-05-08,232,Rhizome Development,3.46,Local,Loam,5.6,26.5,24.8,32.1,78.2,12.5,48.3,46.7,Low,Medium,134.2,51.2,16.01,16.58
F0759,Matale,2025-02-12,135,Vegetative,4.03,Nadun,Sandy Loam,6.4,23.6,4.8,33.2,86.6,20.3,43.2,71.5,Medium,Low,74.0,55.8,11.96,12.75
F0619,Matale,2025-07-30,285,Maturity,4.72,Chinese,Clay Loam,6.0,41.2,91.7,23.6,88.6,23.2,19.0,119.4,Low,Low,153.7,65.6,20.18,20.53
F0317,Galle,2025-03-22,20,Sprouting,1.24,Local,Sandy Loam,6.7,40.1,99.4,21.1,72.8,17.3,10.2,75.3,Low,Medium,31.8,67.3,9.22,9.17
F0341,Kurunegala,2025-07-06,85,Early Vegetative,0.66,Local,Loam,6.1,34.6,68.0,31.7,60.5,13.4,29.4,102.1,Medium,Low,69.2,65.4,11.57,12.27
F0238,Kandy,2025-02-22,10,Sprouting,4.9,Chinese,Sandy Loam,6.1,24.2,34.2,29.9,92.3,22.5,33.4,67.9,Medium,Low,28.8,58.1,9.99,10.24
F0646,Kandy,2025-12-23,131,Vegetative,3.8,Local,Sandy Loam,5.0,52.9,112.8,33.8,70.9,20.1,39.5,115.2,Low,Low,70.7,66.8,15.64,16.32
F0660,Badulla,2025-07-20,61,Early Vegetative,3.5,Local,Sandy Loam,5.9,24.4,10.2,33.5,80.3,22.6,15.6,110.8,Medium,Low,46.9,50.8,11.23,11.51
F0173,Nuwara Eliya,2025-08-01,140,Vegetative,4.05,Chinese,Clay Loam,6.6,26.4,7.7,20.5,61.3,16.3,4.8,78.6,Medium,Low,85.7,52.6,12.73,12.33
F0455,Kurunegala,2025-07-09,168,Rhizome Initiation,1.59,Nadun,Loam,6.0,46.9,98.1,33.6,83.6,15.8,13.7,20.6,Low,Low,94.5,65.9,14.42,14.63
F0396,Nuwara Eliya,2025-10-09,181,Rhizome Initiation,1.91,Nadun,Loam,5.2,38.4,63.2,25.2,90.9,17.4,14.8,108.3,Low,Low,113.5,61.7,14.56,14.39
F0751,Matara,2025-01-18,195,Rhizome Initiation,4.58,Local,Sandy Loam,5.4,24.0,28.4,29.9,70.9,20.8,6.0,87.6,High,Low,117.3,49.9,13.05,12.99
F0075,Matale,2025-04-02,43,Early Vegetative,2.4,Local,Sandy Loam,6.7,27.7,22.4,28.7,68.2,21.7,39.6,108.4,Low,Medium,32.3,55.9,8.99,9.39
F0933,Matara,2025-03-06,267,Maturity,0.51,Chinese,Clay Loam,5.9,26.6,42.1,20.7,86.5,19.9,8.7,103.3,Medium,Low,141.7,55.8,17.89,17.85
F0209,Monaragala,2025-06-03,192,Rhizome Initiation,4.41,Local,Clay Loam,5.8,46.4,103.8,33.5,90.4,13.8,34.0,99.7,Low,Low,117.4,63.6,18.01,17.96
F0992,Matara,2025-09-25,154,Rhizome Initiation,2.94,Chinese,Clay Loam,6.1,29.0,35.8,23.0,59.8,24.0,24.1,24.9,High,Low,102.9,60.7,10.93,10.85
F0265,Kandy,2025-10-30,83,Early Vegetative,0.74,Local,Clay Loam,6.6,39.5,73.0,30.1,86.9,20.3,15.9,119.7,Low,Low,64.3,66.8,12.88,13.13
F0251,Nuwara Eliya,2025-10-04,254,Rhizome Development,0.74,Local,Clay Loam,5.6,40.8,72.3,22.6,85.4,19.6,42.7,44.9,Medium,Low,140.8,65.9,17.31,16.99
F0385,Badulla,2025-10-11,2,Sprouting,4.54,Chinese,Sandy Loam,6.0,30.2,37.3,25.2,64.4,24.4,38.5,95.4,High,Low,22.9,61.2,9.12,8.72
F0475,Matara,2025-10-22,147,Vegetative,3.33,Nadun,Sandy Loam,6.6,22.8,13.7,32.8,55.3,24.2,27.0,92.8,Medium,Low,83.0,49.3,13.54,12.94
F0027,Galle,2025-09-05,91,Vegetative,2.81,Local,Sandy Loam,5.4,46.3,113.2,26.0,90.4,23.8,29.8,77.8,Low,Low,52.5,70.1,15.09,15.04
F0961,Ratnapura,2025-10-24,297,Maturity,4.5,Nadun,Sandy Loam,6.4,40.4,95.9,26.8,80.7,18.0,33.1,46.8,High,Medium,172.7,68.4,16.26,15.8
F0023,Kandy,2025-06-20,16,Sprouting,1.3,Chinese,Clay Loam,5.0,40.9,81.0,20.5,81.8,13.1,7.1,45.5,Medium,Low,22.9,64.6,9.81,10.33
